Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
Formation of HIV-1 elongation complex containing HIV-1 Tat	R-HSA-167200	-0.4177241767780553	-4.190475141395633	2.7837091269411474e-05	0.032018218486831264	0.0005669621392951462	15	GTF2H1,GTF2H5,NELFCD,CDK7,POLR2B,ELOA,CCNH,ERCC3,MNAT1,POLR2F	NCBP1,ERCC3,MNAT1,SUPT4H1,CCNH,GTF2F1,CTDP1,ERCC2,POLR2I,GTF2H2,GTF2H4,GTF2H5,POLR2F,ELL,SSRP1,GTF2H1,ELOC,SUPT16H,SUPT5H,ELOA,ELOB,POLR2D,POLR2C,POLR2K,CDK7,NELFCD,TCEA1,POLR2H,POLR2E,CDK9,POLR2A,GTF2F2,POLR2B,ELOA2,POLR2G,POLR2L,GTF2H3,NELFB,NELFE,CCNT1,NCBP2,POLR2J
Acetylcholine regulates insulin secretion	R-HSA-399997	-0.5824274939281393	-4.175287364532855	2.9761012926732278e-05	0.0341928880940369	0.0005669621392951462	6	GNAQ,GNA15,PLCB2,PLCB3	GNA11,PLCB3,PLCB1,MARCKS,GNAQ,PLCB2,CHRM3,GNA15,GNA14
Constitutive Signaling by Overexpressed ERBB2	R-HSA-9634285	-0.5172439099194264	-4.173497500257379	2.9995895359125058e-05	0.03445804857496319	0.0005669621392951462	5	ERBIN,KRAS,GRB2	HRAS,NRAS,PTPN12,GRB2,SHC1,CDC37,ERBB2,SOS1,ERBIN,KRAS
Nicotinate metabolism	R-HSA-196807	-0.5149178401073187	-4.164420952214142	3.121437463615706e-05	0.03583243172059539	0.0005669621392951462	5	BST1,CD38,NMNAT2,NADK	NMRK2,QPRT,NMRK1,NADK2,NMNAT1,CD38,BST1,NADK,NMNAT2,NADSYN1,SLC25A51,NMNAT3
Erythropoietin activates RAS	R-HSA-9027284	-0.47226383184346815	-4.163842846362406	3.129355464892569e-05	0.03592167511312283	0.0005669621392951462	7	GRB2,KRAS,EPOR,LYN	HRAS,GRB2,CRKL,RAPGEF1,EPOR,SOS1,EPO,KRAS,NRAS,LYN,SHC1,VAV1,IRS2
RNA Polymerase II HIV Promoter Escape	R-HSA-167162	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
HIV Transcription Initiation	R-HSA-167161	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	R-HSA-73779	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
RNA Polymerase II Promoter Escape	R-HSA-73776	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
RNA Polymerase II Transcription Initiation	R-HSA-75953	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
Transcription of the HIV genome	R-HSA-167172	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
RNA Polymerase II Transcription Initiation And Promoter Clearance	R-HSA-76042	-0.5191580856194657	-4.151942162214091	3.296655878215482e-05	0.03780538132381393	0.0005669621392951462	17	GTF2H1,GTF2A1,GTF2H5,CDK7,TAF11,POLR2B,TAF4,TAF3,CCNH,ERCC3,MNAT1,GTF2A2,POLR2F	GTF2E1,TAF7L,ERCC3,MNAT1,CCNH,GTF2F1,TAF4B,ERCC2,TAF9B,POLR2I,TAF2,TAF9,GTF2H2,GTF2H4,GTF2H5,POLR2F,TAF3,GTF2A2,GTF2E2,GTF2H1,GTF2A1,TAF7,TBP,GTF2B,POLR2D,POLR2C,POLR2K,CDK7,POLR2H,POLR2E,POLR2A,GTF2F2,TAF11,TAF13,TAF1L,POLR2B,POLR2G,TAF5,POLR2L,GTF2H3,TAF1,TAF10,TAF6,TAF15,POLR2J,TAF4
Glutathione conjugation	R-HSA-156590	-0.4595308796534434	-4.146688397954948	3.3731863463337675e-05	0.038665843981146884	0.0005669621392951462	8	GSTM5,GSTO1,AKR1A1,MGST2	GSTA4,GSTA1,GSTM5,GSTA5,GSTO2,GSTT2B,HPGDS,AKR1A1,MGST3,ESD,GSTT1,GSTM2,GSTO1,GSTP1,GSTZ1,GSTA3,GSTM1,GSTK1,MGST2,GSTM3,MGST1,GSTA2
Deadenylation of mRNA	R-HSA-429947	-0.4413053782492826	-4.145328505991302	3.393268821971773e-05	0.038891511912191805	0.0005669621392951462	10	PAN3,TNKS1BP1,EIF4A1,CNOT4,CNOT1,EIF4G1,PAN2,EIF4E,CNOT7	CNOT6L,TNKS1BP1,CNOT10,CNOT8,PABPC1,CNOT11,CNOT6,EIF4A1,EIF4A2,EIF4G1,CNOT4,PAIP1,CNOT2,EIF4A3,CNOT9,CNOT7,CNOT3,PAN3,CNOT1,EIF4E,PAN2,TUT4,TUT7,PARN
Transferrin endocytosis and recycling	R-HSA-917977	-0.45919306365491175	-4.14521279294412	3.394982870030816e-05	0.03891077031686268	0.0005669621392951462	8	ATP6V0A1,ATP6V0B,ATP6V1D,STEAP4,ATP6V1B2,ATP6V0A4	ATP6V1B2,MCOLN1,HFE,ATP6V1G2,STEAP4,TFRC,ATP6V0D2,ATP6V0A1,ATP6V0E2,ATP6V1G3,TF,ATP6V1E1,ATP6V0C,ATP6V1H,ATP6V1B1,TFR2,ATP6V0A4,STEAP3,ATP6V1A,ATP6V1F,ATP6V0D1,ATP6V1G1,ATP6V1C1,ATP6V0B,ATP6V0A2,ATP6V1E2,ATP6V1C2,ATP6AP1,ATP6V0E1,ATP6V1D
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	R-HSA-110328	-0.456627515968706	-4.134013733909606	3.5648215780614834e-05	0.04081710408723745	0.0005787883923269269	8	TERF1,NEIL2,SMUG1,H2AJ,H2BC1,ACD,TDG	SMUG1,H2BC5,H2AC20,H4C13,H4C15,H3-4,H4C14,H2BC9,H4C4,NEIL3,H2BC8,H2AC18,TERF1,H2BC21,H4C16,H2AJ,H2BC3,H4C1,H2AB1,H4C12,H2BC6,H2BC1,H2BC11,H2AC14,TERF2,MBD4,H2BC13,NTHL1,H2BC17,H2BC14,H2AZ2,H2AC6,NEIL1,H2BC10,H2BC7,H4C2,NEIL2,POT1,H2BC15,H2AX,TDG,TINF2,H2AC4,H4C11,H4C9,H2BC12,H4C8,H2BC4,H4C5,UNG,ACD,OGG1,H2AC19,H2AC7,H4C6,H2BC26,TERF2IP,H2BC12L,H2AC8
Cleavage of the damaged pyrimidine	R-HSA-110329	-0.456627515968706	-4.134013733909606	3.5648215780614834e-05	0.04081710408723745	0.0005787883923269269	8	TERF1,NEIL2,SMUG1,H2AJ,H2BC1,ACD,TDG	SMUG1,H2BC5,H2AC20,H4C13,H4C15,H3-4,H4C14,H2BC9,H4C4,NEIL3,H2BC8,H2AC18,TERF1,H2BC21,H4C16,H2AJ,H2BC3,H4C1,H2AB1,H4C12,H2BC6,H2BC1,H2BC11,H2AC14,TERF2,MBD4,H2BC13,NTHL1,H2BC17,H2BC14,H2AZ2,H2AC6,NEIL1,H2BC10,H2BC7,H4C2,NEIL2,POT1,H2BC15,H2AX,TDG,TINF2,H2AC4,H4C11,H4C9,H2BC12,H4C8,H2BC4,H4C5,UNG,ACD,OGG1,H2AC19,H2AC7,H4C6,H2BC26,TERF2IP,H2BC12L,H2AC8
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	-0.4039373423492077	-4.121211968801008	3.7688445826189465e-05	0.04310214080264007	0.0005996547628682376	15	UBA52,GTF2H1,GTF2H5,CDK7,POLR2B,CCNH,ERCC3,CUL4A,MNAT1,POLR2F	ERCC3,UBB,MNAT1,CCNH,AQR,ERCC2,POLR2I,PRPF19,GTF2H2,GTF2H4,GTF2H5,POLR2F,ISY1,ELL,UBA52,XAB2,GTF2H1,RPS27A,ZNF830,POLR2D,POLR2C,ERCC8,POLR2K,CDK7,PPIE,TCEA1,POLR2H,POLR2E,CUL4A,POLR2A,DDB1,POLR2B,POLR2G,UVSSA,POLR2L,GTF2H3,UBC,POLR2J,USP7,CUL4B,RBX1
Acyl chain remodelling of PS	R-HSA-1482801	-0.4618947812649216	-4.119562008641118	3.795932630645815e-05	0.043405114878487916	0.0005996547628682376	7	PLA2G5,OSBPL10,PLA2G2F,OSBPL5,PLA2G4A,MBOAT1	PLA2G10,MBOAT1,PLA2R1,OSBPL8,PLA2G2A,PLA2G4D,PLA2G5,PLA2G4B,PLA2G12A,PLA2G1B,PLA2G2E,PLA2G4E,OSBPL10,PLA2G2F,OSBPL5,PLA1A,LPCAT4,PLAAT3,PLA2G2D,PLA2G4A,LPCAT3
G-protein activation	R-HSA-202040	-0.42469425588952375	-4.110649873335389	3.945470887223301e-05	0.04507594437717467	0.0006149673956218719	11	GNA15,GNG4,GNG7,GNB1,GNAQ,GNB2,GNG2,GNB4	GNB4,GNA11,PDYN,GNG5,GNG3,GNG2,OPRM1,GNA15,GNB2,GNG10,GNGT1,GNG7,GNA14,GNG4,GNB5,GNGT2,GNG12,GNAQ,GNG13,GNB3,GNG11,GNG8,GNB1
RNA Polymerase III Chain Elongation	R-HSA-73780	-0.4994910629096701	-4.104428906622657	4.053148866578482e-05	0.04627725216834227	0.0006205265292426144	5	POLR3B,POLR3K,POLR2F,POLR3A	POLR3B,POLR2H,POLR2E,POLR3D,POLR3E,POLR3H,POLR3F,POLR3C,POLR2F,POLR1C,CRCP,POLR2L,POLR3K,POLR1D,POLR3A,POLR3GL,POLR3G
ADP signalling through P2Y purinoceptor 1	R-HSA-418592	-0.4093685381501717	-4.102488572089818	4.087300492017221e-05	0.046657948783500935	0.0006205265292426144	13	GNA15,GNG4,GNG7,PLA2G4A,GNB1,GNAQ,GNB2,GNG2,SRC	GNA11,GNG5,GNG3,GNG2,GNA15,GNB2,GNG10,GNGT1,GNG7,GNA14,GNG4,GNB5,GNGT2,GNG12,MAPK14,P2RY1,GNAQ,PLA2G4A,GNG13,GNB3,GNG11,GNG8,SRC,GNB1
Endosomal Sorting Complex Required For Transport (ESCRT)	R-HSA-917729	-0.4124579184035255	-4.096009821745635	4.20332105079968e-05	0.04795012494746533	0.0006299592703057469	12	VPS25,CHMP3,VPS4B,MVB12B,UBA52,UBAP1	CHMP2B,UBB,MVB12B,UBA52,TSG101,VTA1,UBAP1,SNF8,RPS27A,VPS4B,CHMP4C,VPS37D,VPS36,CHMP4A,VPS37B,VPS37C,CHMP2A,VPS25,CHMP5,VPS37A,CHMP3,CHMP4B,CHMP7,STAM2,VPS28,STAM,HGS,UBC,MVB12A,VPS4A
Postmitotic nuclear pore complex (NPC) reformation	R-HSA-9615933	-0.4208262120078386	-4.092610217941083	4.265443866913188e-05	0.04864129679985153	0.0006311777063824704	11	NUP85,NUP107,SEH1L,NUP133,NUP54,POM121,RANGAP1	NUP93,AHCTF1,NUP85,NUP37,NUP107,NUP54,NUP155,NUP35,NDC1,SEH1L,RCC1,POM121,RANGAP1,NUP188,NUP133,SUMO1,NUP43,NUP98,UBE2I,TNPO1,KPNB1,NUP160,RAN,NUP58,NUP62,SEC13
ER Quality Control Compartment (ERQC)	R-HSA-901032	-0.42880187582039314	-4.088309966302945	4.345272950390111e-05	0.049528730696196024	0.0006337853463697098	10	SYVN1,AMFR,EDEM3,RNF185,UBA52,OS9,MARCHF6,SEL1L	UBB,UGGT2,EDEM1,DERL2,RNF103,SEL1L,SYVN1,UBA52,EDEM3,EDEM2,UGGT1,OS9,UBC,RPS27A,RNF185,RNF5,AMFR,MAN1B1,TRIM13,MARCHF6
Replacement of protamines by nucleosomes in the male pronucleus	R-HSA-9821993	-0.556628254325515	-4.085854034877773	4.391498122835458e-05	0.050042222690047634	0.0006337853463697098	6	PRM1,H2BC1,H3-3A,PRM2	PRM1,PRM2,H1-8,H4C3,HIRA,H2BC14,H2BC5,METTL23,H2BC10,H4C13,NPM2,H2BC7,H4C15,H4C2,H4C14,H2BC9,SRPK1,H2BC15,H2AX,H4C11,H3-3B,H4C9,H2BC12,H4C8,H2BC4,H4C5,H4C4,H2BC8,H2BC21,H4C16,H2BC3,H4C1,H4C12,H4C6,H2BC6,H2BC26,H2BC1,H2BC12L,H2BC11,H3-3A,H2BC13
Synthesis of PIPs at the Golgi membrane	R-HSA-1660514	-0.5503754743002882	-4.06431602209098	4.817351946662107e-05	0.05475979702222578	0.0006867663933717077	6	PIK3R4,PI4KA,TPTE2,TPTE	TPTE2,ARF3,VAC14,PIK3C2A,PIK3C3,PIK3R4,ARF1,OCRL,PI4KB,PI4K2B,PIKFYVE,PI4K2A,FIG4,PIK3C2G,PI4KA,TPTE,SACM1L
Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex	R-HSA-9843970	-0.4050161286303807	-4.0605325171914455	4.8960917421458916e-05	0.055629502488779806	0.000689582077899825	12	MPHOSPH8,PPHLN1,MORC2,H3-3A,EHMT1,ZCCHC8,TASOR,H2AJ,H2BC1,SETDB1	H3C2,PPHLN1,H2BC5,H2AC20,MTREX,MORC2,H4C13,H4C15,H4C14,ATF7IP,H2BC9,H3C6,H3C4,H4C4,H2BC8,H2AC18,H2BC21,H4C16,H2AJ,H2BC3,H4C1,H2AB1,H4C12,EHMT2,H2BC6,EHMT1,H3C10,H2BC1,H2BC11,H2AC14,H3-3A,SETDB1,H3C15,H2BC13,H2BC17,H2BC14,H2AZ2,H2AC6,H2BC10,H2BC7,H4C2,H3C12,H2BC15,H2AX,H2AC4,H4C11,H3-3B,H4C9,H2BC12,H4C8,H2BC4,H4C5,H3C3,TASOR,H3C7,H3C1,ZCCHC8,H2AC19,H2AC7,H3C13,MPHOSPH8,RBM7,H4C6,H2BC26,H2BC12L,H3C11,H3C14,H3C8,H2AC8
Initiation of Nuclear Envelope (NE) Reformation	R-HSA-2995383	-0.4196998613305778	-4.047060086197911	5.186493125819425e-05	0.05883016954539088	0.0007152030919931682	10	CDK1,PPP2CA,LMNB1,VRK1,TMPO,BANF1,PPP2R2A	PPP2R2A,CCNB2,SIRT2,EMD,ANKLE2,LEMD3,TMPO,KPNB1,PPP2CA,LEMD2,LMNA,VRK1,BANF1,CDK1,LBR,PPP2R1A,LMNB1,CCNB1
Inhibition of DNA recombination at telomere	R-HSA-9670095	-0.4108831566642149	-4.046434592393733	5.2003646552112315e-05	0.0589827834826043	0.0007152030919931682	11	TERF1,POLR2B,H3-3A,H2AJ,POLR2H,H2BC1,ACD,POLR2F	H2BC5,H2AC20,H4C13,H4C15,H3-4,H4C14,H2BC9,POLR2D,H4C4,H2BC8,H2AC18,TERF1,H2BC21,H4C16,H2AJ,H2BC3,H4C1,H2AB1,H4C12,POLR2B,H2BC6,POLR2G,H2BC1,H2BC11,H2AC14,TERF2,ATRX,H3-3A,POLR2J,H2BC13,H2BC17,H2BC14,H2AZ2,POLR2I,H2AC6,H2BC10,H2BC7,POLR2F,H4C2,POT1,H2BC15,H2AX,TINF2,H2AC4,H4C11,H3-3B,H4C9,H2BC12,H4C8,H2BC4,H4C5,POLR2C,POLR2K,DAXX,POLR2H,POLR2E,ACD,H2AC19,POLR2A,H2AC7,H4C6,H2BC26,TERF2IP,POLR2L,H2BC12L,H2AC8
"""Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	R-HSA-446193	-0.47777777777781016	-4.020702382304971	5.802487503370202e-05	0.06558353575245203	0.0007887334757488099	5	ALG2,ALG12,ALG10B,ALG11,ALG10	"ALG3,ALG6,ALG12,ALG13,ALG10B,ALG8,ALG2,DPAGT1,ALG14,ALG9,ALG1,ALG10,ALG11,RFT1"""
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	R-HSA-9609523	-0.4285451277082197	-4.012421570410676	6.00990492907183e-05	0.06784661332308256	0.0008011120927063606	8	CYB5A,VAPA,GET1,PRNP,VAMP2,SEC61B	GET4,GET1,CYB5A,VAPA,PRNP,SERP1,EMD,SGTA,HMOX1,SEC61B,APP,SEC61G,STX1A,UBE2J2,VAMP2,UBL4A,CAMLG,STX5,BAG6,ALDH3A2,GET3
Acyl chain remodelling of PG	R-HSA-1482925	-0.475404462980556	-4.011609756099796	6.0306128450093865e-05	0.06807225112719945	0.0008011120927063606	5	PLA2G5,PLA2G3,PLA2G4A	PLA2G10,PLA2R1,PLA2G2A,PLA2G4D,PLA2G5,PLA2G4B,PLA2G12A,PLA2G1B,PLA2G2E,LPGAT1,LPCAT1,PLA2G2F,PLA2G3,LPCAT4,PLA2G2D,PLA2G4A,CRLS1
Budding and maturation of HIV virion	R-HSA-162588	-0.4080966767371845	-3.9948383498884783	6.473840805809594e-05	0.07288869341984931	0.00085032807887544	10	UBA52,CHMP2B,CHMP2A,CHMP3,CHMP4C,VPS4B,MVB12B,CHMP4B,UBC,UBAP1	CHMP2B,UBB,MVB12B,UBA52,TSG101,VTA1,UBAP1,RPS27A,VPS4B,CHMP4C,VPS37D,CHMP4A,VPS37B,NEDD4L,VPS37C,CHMP2A,CHMP5,VPS37A,PPIA,CHMP3,CHMP4B,CHMP7,VPS28,PDCD6IP,UBC,MVB12A,VPS4A
RNA Polymerase I Transcription Termination	R-HSA-73863	-0.3858954546901264	-3.989567269596281	6.619394506990339e-05	0.07446495620342558	0.0008597857976301896	13	TAF1A,GTF2H1,GTF2H5,CDK7,TAF1B,UBTF,POLR1B,CCNH,POLR2H,MNAT1,POLR2F	MNAT1,CCNH,POLR1E,POLR1H,CAVIN1,ERCC2,GTF2H2,POLR1A,GTF2H4,GTF2H5,TAF1C,POLR2F,GTF2H1,POLR1D,TBP,POLR1F,POLR2K,POLR1B,CDK7,POLR2H,POLR2E,TTF1,TAF1B,TAF1A,POLR1C,POLR2L,GTF2H3,POLR1G,TAF1D,UBTF
Cytosolic tRNA aminoacylation	R-HSA-379716	-0.46557971014495875	-3.9741090406105344	7.064319603733438e-05	0.07926665582332518	0.0009074933644796031	5	FARSB,DARS1,AIMP1,IARS1,WARS1	WARS1,TARS1,HARS1,EPRS1,PPA1,RARS1,AARS1,EEF1E1,KARS1,LARS1,MARS1,QARS1,FARSB,SARS1,NARS1,AIMP2,AIMP1,DARS1,FARSA,IARS1,CARS1,YARS1,VARS1
Eicosanoids	R-HSA-211979	-0.46304347826090053	-3.9644668850117397	7.356015701098784e-05	0.08240116839768945	0.0009346431233382688	5	CYP8B1,CYP4B1,CYP4F8,PTGIS,CYP4F2	CYP4B1,CYP4A22,CYP4A11,CYP4F22,CYP8B1,CYP4F8,CYP4F3,CYP4F12,CYP4F2,PTGIS,CYP4F11
G1/S-Specific Transcription	R-HSA-69205	-0.39249506050060734	-3.9618999565977973	7.43556975795201e-05	0.08325418968999916	0.0009346431233382688	11	CDK1,LIN54,E2F1,FBXO5,TFDP2	PCNA,ORC1,RBL2,RBL1,TFDP1,RRM2,E2F5,CDC25A,CCNE1,DHFR,LIN9,CCNA1,CDK1,CDC6,LIN37,TK1,TYMS,LIN54,FBXO5,CDC45,POLA1,TFDP2,HDAC1,E2F6,LIN52,RBBP4,E2F1,CDT1
Pyruvate metabolism	R-HSA-70268	-0.4223819913669736	-3.953103221181304	7.714413803672215e-05	0.0862378544571944	0.0009593776315417893	7	LDHB,ME1,VDAC1,GLO1	LDHC,FAHD1,PC,PKLR,LDHAL6B,ME1,ME3,MPC1L,LDHAL6A,PKM,MPC1,LDHB,GLO1,HAGH,LDHA,VDAC1,ME2,MPC2
Gluconeogenesis	R-HSA-70263	-0.42111668413637965	-3.9478461348279947	7.885745734204086e-05	0.08806631241830311	0.0009700559715064331	7	FBP1,PGAM2,SLC37A1,ENO3	PGK2,PGK1,PC,G6PC2,ENO2,G6PC1,ALDOC,SLC37A2,FBP2,PGAM1,ENO4,ENO1,GAPDH,PCK2,G6PC3,PCK1,ENO3,PGAM2,SLC37A1,TPI1,GAPDHS,FBP1,GPI,ALDOB
PIWI-interacting RNA (piRNA) biogenesis	R-HSA-5601884	-0.4126137379649296	-3.9444271196468934	7.999097575406289e-05	0.08927399586858585	0.0009700559715064331	8	PIWIL1,POLR2B,ASZ1,MAEL,POLR2H,POLR2F	TDRD1,FKBP6,TDRKH,POLR2I,POLR2F,ASZ1,TDRD9,PIWIL1,DDX4,POLR2D,POLR2C,TDRD6,POLR2K,MOV10L1,POLR2H,POLR2E,HENMT1,POLR2A,PIWIL4,PLD6,POLR2B,TDRD12,HSP90AA1,POLR2G,POLR2L,MAEL,POLR2J,MYBL1
Transport of the SLBP independent Mature mRNA	R-HSA-159227	-0.3760692639033246	-3.9429297443467433	8.049224057837812e-05	0.0898075482716087	0.0009700559715064331	13	SEH1L,NUP42,POM121,EIF4E,RANBP2,RAE1	NUP93,NUP35,NCBP1,NUP54,NDC1,RANBP2,POM121C,NUP210,NUP188,NUP133,NUP98,EIF4E,NUP58,NUP62,ALYREF,SEC13,NUP37,NUP85,NUP155,NUP107,RAE1,SEH1L,NUP88,NUP50,POM121,NUP153,NUP42,TPR,NUP43,NUP160,NUP214,AAAS,NXF1,NCBP2
Presynaptic depolarization and calcium channel opening	R-HSA-112308	-0.4168639768060261	-3.9302164582322385	8.486942309904322e-05	0.09445342371245224	0.0010112516609717776	7	CACNG2,CACNA1E,CACNB4	CACNG4,CACNB2,CACNA2D3,CACNG2,CACNA1A,CACNB4,CACNA1B,CACNA1E,CACNB3,CACNB1
Miscellaneous transport and binding events	R-HSA-5223345	-0.4087440102407154	-3.9280409100396594	8.56406453688674e-05	0.09526952886576662	0.0010112516609717776	8	DMTN,NIPAL3,NIPAL1,TUSC3,ADD1,LRRC8E,NIPAL4	LRRC8A,NIPAL1,ADD2,NIPA1,CSN1S1,AZGP1,MAGT1,ADD3,DMTN,MRS2,LRRC8E,TUSC3,NIPAL2,NIPA2,LRRC8C,LRRC8B,CTNS,PIP,CSN3,LRRC8D,NIPAL4,MMGT1,SLC66A1,ADD1,NIPAL3
Chromatin modifications during the maternal to zygotic transition (MZT)	R-HSA-9821002	-0.39652346206384886	-3.9087368178744097	9.27799704200094e-05	0.10278953934423969	0.001076391619876789	9	STPG4,KDM5B,H3-3A,H2AJ,H2BC1	UHRF1,H3C2,STPG4,H2BC5,H2AC20,METTL23,H4C13,H4C15,H4C14,H2BC9,H3C6,H3C4,DPPA3,H4C4,H2BC8,H2AC18,H2BC21,H4C16,H2AJ,H2BC3,H4C1,H2AB1,H4C12,H2BC6,H3C10,KDM5B,H2BC1,H2BC11,H2AC14,H3-3A,H3C15,H2BC13,H2BC17,H2BC14,H2AZ2,TET3,H2AC6,H2BC10,H2BC7,H4C2,H3C12,H2BC15,H2AX,KDM6A,H2AC4,H4C11,H3-3B,H4C9,H2BC12,H4C8,H2BC4,H4C5,H3C3,UNG,KDM6B,AICDA,KDM5A,H3C7,H3C1,H2AC19,H2AC7,H3C13,H4C6,H2BC26,H2BC12L,H3C11,H3C14,H3C8,H2AC8
Inhibition of replication initiation of damaged DNA by RB1/E2F1	R-HSA-113501	-0.40403310939275916	-3.908167659824631	9.299876270962848e-05	0.10301900920524235	0.001076391619876789	8	E2F1,TFDP2,PRIM2,POLA2,PPP2CA	PPP2R3B,PPP2R3B,TFDP1,POLA2,POLA1,PRIM2,PPP2R1B,RB1,PRIM1,TFDP2,PPP2CA,PPP2R1A,E2F1
IRF3-mediated induction of type I IFN	R-HSA-3270619	-0.4093274632506795	-3.8991302949113082	9.653881801896524e-05	0.106723687974534	0.0011004150730167294	7	STING1,IFI16,MRE11,DTX4,XRCC6,TBK1	PRKDC,XRCC6,DTX4,DDX41,TREX1,STING1,MRE11,TBK1,NLRP4,XRCC5,IRF3,IFI16
