approvedSymbol	geneId	ID	Term	uniqueDiseases
APOF	ENSG00000175336	R-HSA-8963899	Plasma lipoprotein remodeling	5
APOL1	ENSG00000100342	R-HSA-597592	Post-translational protein modification	15
APP	ENSG00000142192	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9609523;R-HSA-1643685;R-HSA-449147;R-HSA-432720;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Insertion of tail-anchored proteins into the endoplasmic reticulum membrane;Disease;Signaling by Interleukins;Lysosome Vesicle Biogenesis;Post-translational protein modification	6
AQP10	ENSG00000143595	R-HSA-432047	Passive transport by Aquaporins	1
AQP2	ENSG00000167580	R-HSA-432047	Passive transport by Aquaporins	1
AQP3	ENSG00000165272	R-HSA-432047	Passive transport by Aquaporins	2
AQP4	ENSG00000171885	R-HSA-432047	Passive transport by Aquaporins	6
AQP7	ENSG00000165269	R-HSA-432047	Passive transport by Aquaporins	1
AR	ENSG00000169083	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	5
ARAP1	ENSG00000186635	R-HSA-162582	Signal Transduction	3
ARAP2	ENSG00000047365	R-HSA-162582	Signal Transduction	2
ARAP3	ENSG00000120318	R-HSA-162582	Signal Transduction	2
ARC	ENSG00000198576	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	5
AREG	ENSG00000109321	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202;R-HSA-597592	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	3
AREL1	ENSG00000119682	R-HSA-168256	Immune System	5
ARF1	ENSG00000143761	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-8856688;R-HSA-6811434;R-HSA-432720;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Lysosome Vesicle Biogenesis;Post-translational protein modification	3
ARF5	ENSG00000004059	R-HSA-8856688;R-HSA-6811434;R-HSA-597592	Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Post-translational protein modification	2
ARFGAP2	ENSG00000149182	R-HSA-162582;R-HSA-8856688;R-HSA-6811434;R-HSA-597592	Signal Transduction;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Post-translational protein modification	6
ARG1	ENSG00000118520	R-HSA-168256	Immune System	1
ARHGAP1	ENSG00000175220	R-HSA-162582	Signal Transduction	5
ARHGAP10	ENSG00000071205	R-HSA-162582	Signal Transduction	2
ARHGAP12	ENSG00000165322	R-HSA-162582	Signal Transduction	3
ARHGAP15	ENSG00000075884	R-HSA-162582	Signal Transduction	28
ARHGAP17	ENSG00000140750	R-HSA-162582	Signal Transduction	2
ARHGAP19	ENSG00000213390	R-HSA-162582	Signal Transduction	2
ARHGAP20	ENSG00000137727	R-HSA-162582	Signal Transduction	1
ARHGAP21	ENSG00000107863	R-HSA-162582	Signal Transduction	5
ARHGAP23	ENSG00000275832	R-HSA-162582	Signal Transduction	1
ARHGAP24	ENSG00000138639	R-HSA-162582	Signal Transduction	3
ARHGAP26	ENSG00000145819	R-HSA-162582	Signal Transduction	11
ARHGAP27	ENSG00000159314	R-HSA-162582	Signal Transduction	8
ARHGAP28	ENSG00000088756	R-HSA-162582	Signal Transduction	3
ARHGAP31	ENSG00000031081	R-HSA-162582	Signal Transduction	4
ARHGAP4	ENSG00000089820	R-HSA-162582	Signal Transduction	1
ARHGAP42	ENSG00000165895	R-HSA-162582	Signal Transduction	10
ARHGAP6	ENSG00000047648	R-HSA-162582	Signal Transduction	3
ARHGAP8	ENSG00000241484	R-HSA-162582	Signal Transduction	1
ARHGAP9	ENSG00000123329	R-HSA-162582;R-HSA-168256	Signal Transduction;Immune System	1
ARHGEF12	ENSG00000196914	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	3
ARHGEF15	ENSG00000198844	R-HSA-162582	Signal Transduction	1
ARHGEF16	ENSG00000130762	R-HSA-162582	Signal Transduction	5
ARHGEF18	ENSG00000104880	R-HSA-162582	Signal Transduction	1
ARHGEF19	ENSG00000142632	R-HSA-162582	Signal Transduction	2
ARHGEF26	ENSG00000114790	R-HSA-162582	Signal Transduction	11
ARHGEF28	ENSG00000214944	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	7
ARHGEF3	ENSG00000163947	R-HSA-162582	Signal Transduction	7
ARHGEF38	ENSG00000236699	R-HSA-162582	Signal Transduction	2
ARHGEF40	ENSG00000165801	R-HSA-162582	Signal Transduction	1
ARHGEF5	ENSG00000050327	R-HSA-162582	Signal Transduction	3
ARHGEF6	ENSG00000129675	R-HSA-162582;R-HSA-446388;R-HSA-397795	Signal Transduction;Regulation of cytoskeletal remodeling and cell spreading by IPP complex components;G-protein beta:gamma signalling	1
ARID1A	ENSG00000117713	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	8
ARID1B	ENSG00000049618	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	9
ARID2	ENSG00000189079	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4
ARID3A	ENSG00000116017	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	5
ARID4A	ENSG00000032219	R-HSA-1643685	Disease	4
ARL3	ENSG00000138175	R-HSA-5620920	Cargo trafficking to the periciliary membrane	3
ARL4C	ENSG00000188042	R-HSA-162582	Signal Transduction	3
ARNT	ENSG00000143437	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2
ARNT2	ENSG00000172379	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	5
ARPC1B	ENSG00000130429	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	2
ARPC2	ENSG00000163466	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	1
ARPC5	ENSG00000162704	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	1
ART3	ENSG00000156219	R-HSA-597592	Post-translational protein modification	1
ART4	ENSG00000111339	R-HSA-597592	Post-translational protein modification	4
AS3MT	ENSG00000214435	R-HSA-156580	Phase II - Conjugation of compounds	14
ASAH1	ENSG00000104763	R-HSA-168256;R-HSA-1266738	Immune System;Developmental Biology	4
ASAP1	ENSG00000153317	R-HSA-5620916;R-HSA-5620920	VxPx cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	1
ASB1	ENSG00000065802	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	2
ASB13	ENSG00000196372	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	3
ASB3	ENSG00000115239	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	4
ASB7	ENSG00000183475	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	5
ASCC1	ENSG00000138303	R-HSA-73942	DNA Damage Reversal	3
ASCC2	ENSG00000100325	R-HSA-73942	DNA Damage Reversal	6
ASCC3	ENSG00000112249	R-HSA-73942	DNA Damage Reversal	4
ASGR1	ENSG00000141505	R-HSA-597592	Post-translational protein modification	4
ASGR2	ENSG00000161944	R-HSA-597592	Post-translational protein modification	1
ASIC2	ENSG00000108684	R-HSA-2672351	Stimuli-sensing channels	1
ASMT	ENSG00000196433	R-HSA-209776	Metabolism of amine-derived hormones	1
ASXL1	ENSG00000171456	R-HSA-597592	Post-translational protein modification	5
ASXL2	ENSG00000143970	R-HSA-597592	Post-translational protein modification	4
ASZ1	ENSG00000154438	R-HSA-74160;R-HSA-211000	Gene expression (Transcription);Gene Silencing by RNA	2
ATAD3B	ENSG00000160072	R-HSA-168256	Immune System	2
ATF1	ENSG00000123268	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	7
ATF7IP	ENSG00000171681	R-HSA-74160	Gene expression (Transcription)	6
ATG5	ENSG00000057663	R-HSA-168256;R-HSA-8934903	Immune System;Receptor Mediated Mitophagy	7
ATG7	ENSG00000197548	R-HSA-168256;R-HSA-1643685;R-HSA-5663202	Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers	5
ATM	ENSG00000149311	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease	11
ATP11A	ENSG00000068650	R-HSA-168256	Immune System	10
ATP11B	ENSG00000058063	R-HSA-168256	Immune System	6
ATP1B1	ENSG00000143153	R-HSA-1643685	Disease	14
ATP1B2	ENSG00000129244	R-HSA-1643685	Disease	3
ATP1B3	ENSG00000069849	R-HSA-1643685	Disease	1
ATP2A1	ENSG00000196296	R-HSA-162582	Signal Transduction	5
ATP2A2	ENSG00000174437	R-HSA-162582	Signal Transduction	9
ATP2A3	ENSG00000074370	R-HSA-162582	Signal Transduction	4
ATP5F1B	ENSG00000110955	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1
ATP5F1D	ENSG00000099624	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1
ATP5F1E	ENSG00000124172	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	4
ATP5MC1	ENSG00000159199	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	2
ATP5MC2	ENSG00000135390	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	2
ATP5MG	ENSG00000167283	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	3
ATP5MK	ENSG00000173915	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1
ATP5PF	ENSG00000154723	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	5
ATP5PO	ENSG00000241837	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1
ATP6V0A1	ENSG00000033627	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Signaling by Receptor Tyrosine Kinases	1
ATP6V0A4	ENSG00000105929	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-917937;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Iron uptake and transport;Signaling by Receptor Tyrosine Kinases	1
ATP6V0B	ENSG00000117410	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1
ATP6V1B2	ENSG00000147416	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1
ATP6V1D	ENSG00000100554	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1
ATP6V1G3	ENSG00000151418	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	9
ATP8B4	ENSG00000104043	R-HSA-168256	Immune System	3
ATXN3	ENSG00000066427	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	1
ATXN7	ENSG00000163635	R-HSA-597592	Post-translational protein modification	10
AUH	ENSG00000148090	R-HSA-1643685	Disease	6
AUTS2	ENSG00000158321	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	21
AXIN1	ENSG00000103126	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-5467337;R-HSA-5467348;R-HSA-5467340;R-HSA-4839748;R-HSA-4839744;R-HSA-4839735;R-HSA-1643685;R-HSA-5663202;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);APC truncation mutants have impaired AXIN binding;Truncations of AMER1 destabilize the destruction complex;AXIN missense mutants destabilize the destruction complex;Signaling by AMER1 mutants;Signaling by APC mutants;Signaling by AXIN mutants;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	3
AXIN2	ENSG00000168646	R-HSA-162582;R-HSA-201722;R-HSA-597592	Signal Transduction;Formation of the beta-catenin:TCF transactivating complex;Post-translational protein modification	2
AXL	ENSG00000167601	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1
AZIN1	ENSG00000155096	R-HSA-350562;R-HSA-351202	Regulation of ornithine decarboxylase (ODC);Metabolism of polyamines	1
AZIN2	ENSG00000142920	R-HSA-351202	Metabolism of polyamines	1
B3GALNT2	ENSG00000162885	R-HSA-597592	Post-translational protein modification	2
B3GAT1	ENSG00000109956	R-HSA-1971475	Glycosaminoglycan-protein linkage region biosynthesis	3
B3GAT2	ENSG00000112309	R-HSA-1971475	Glycosaminoglycan-protein linkage region biosynthesis	1
B3GLCT	ENSG00000187676	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	8
B3GNT2	ENSG00000170340	R-HSA-597592	Post-translational protein modification	15
B3GNT8	ENSG00000177191	R-HSA-597592	Post-translational protein modification	1
B3GNTL1	ENSG00000175711	R-HSA-597592	Post-translational protein modification	1
B4GALNT2	ENSG00000167080	R-HSA-597592	Post-translational protein modification	4
B4GALT1	ENSG00000086062	R-HSA-162582;R-HSA-2534343;R-HSA-3656244;R-HSA-168256;R-HSA-1187000;R-HSA-1643685;R-HSA-597592	Signal Transduction;Interaction With Cumulus Cells And The Zona Pellucida;Defective B4GALT1 causes B4GALT1-CDG (CDG-2d);Immune System;Fertilization;Disease;Post-translational protein modification	4
B9D2	ENSG00000123810	R-HSA-162582	Signal Transduction	8
BABAM1	ENSG00000105393	R-HSA-597592	Post-translational protein modification	2
BAG4	ENSG00000156735	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1
BAIAP2	ENSG00000175866	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-9006934	Signal Transduction;Immune System;Disease;Signaling by Receptor Tyrosine Kinases	1
BAIAP2L1	ENSG00000006453	R-HSA-162582	Signal Transduction	2
BAIAP2L2	ENSG00000128298	R-HSA-162582	Signal Transduction	3
BAMBI	ENSG00000095739	R-HSA-162582	Signal Transduction	7
BANF1	ENSG00000175334	R-HSA-1643685;R-HSA-176033;R-HSA-180910;R-HSA-162587	Disease;Interactions of Vpr with host cellular proteins;Vpr-mediated nuclear import of PICs;HIV Life Cycle	2
BANP	ENSG00000172530	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	3
BARD1	ENSG00000138376	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Post-translational protein modification	1
BATF	ENSG00000156127	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	4
BAZ1B	ENSG00000009954	R-HSA-74160	Gene expression (Transcription)	2
BBIP1	ENSG00000214413	R-HSA-5620922;R-HSA-5620920	BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	2
BBS12	ENSG00000181004	R-HSA-5620922;R-HSA-5620920	BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	3
BBS4	ENSG00000140463	R-HSA-5620922;R-HSA-5620920	BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	1
BBS9	ENSG00000122507	R-HSA-5620922;R-HSA-5620920	BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	3
BCAN	ENSG00000132692	R-HSA-1643685;R-HSA-1971475	Disease;Glycosaminoglycan-protein linkage region biosynthesis	3
BCAR1	ENSG00000050820	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	3
BCDIN3D	ENSG00000186666	R-HSA-74160;R-HSA-203927;R-HSA-211000	Gene expression (Transcription);MicroRNA (miRNA) biogenesis;Gene Silencing by RNA	4
BCKDHB	ENSG00000083123	R-HSA-1643685	Disease	6
BCL10	ENSG00000142867	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	1
BCL11A	ENSG00000119866	R-HSA-1643685;R-HSA-5663202	Disease;Diseases of signal transduction by growth factor receptors and second messengers	28
BCL2	ENSG00000171791	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-449147;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	23
BCL2L1	ENSG00000171552	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	2
BCL2L11	ENSG00000153094	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-5663202;R-HSA-8878159	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers;Transcriptional regulation by RUNX3	37
BCL2L14	ENSG00000121380	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	3
BCL6	ENSG00000113916	R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-449147;R-HSA-6785807	Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	16
BCL7B	ENSG00000106635	R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	1
BCL7C	ENSG00000099385	R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	1
